"","Species","Range_size_km","Bill_Nares","Bill_Width","Bill_Depth","Tarsus_Length","Secondary1","Wing_Chord","Hand.Wing.Index..Claramunt.2011.","Tail_Length","Mass","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial"
"480","Tapera_naevia",14892671.7499737,12.37,5.02125,7.064,28.332,81.296,105.381,22.83420633,145.928,48.42,100,0,0,0,0,0,0,0,0,0,0,0,50,30,20,0,0
"481","Taraba_major",14793055.2165291,16.4025,6.987647059,10.05347826,32.47478261,88.21,89.26434783,5.182575235,84.8926087,59.2,60,10,20,0,0,0,0,0,0,10,0,0,40,40,20,0,0
"2010","Tarsiger_chrysaeus",1369727.33486379,7.25,2.85,3.1,28.918,55.8,67.1,16.57522016,51.8,13.8,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"2011","Tarsiger_cyanurus",5067991.13899602,6.8625,3.0625,3.0375,22.9625,59.7875,77.3125,22.65681099,60,13.43,80,0,0,0,0,0,10,0,10,0,0,0,50,50,0,0,0
"2012","Tarsiger_hyperythrus",585247.133987259,6.4,2.8,2.825,22.65,57.375,74.625,23.15604357,55.5,12,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"2013","Tchagra_australis",10484640.1450483,10.45,4.225,6.3,26.108,70.875,74.6,5.544803959,86.4,32.3,60,20,20,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"2014","Tchagra_senegalus",18167565.2869663,11.975,4.925,7.425,29.275,75.675,83.25,9.06569571,105.25,53.5,70,0,20,0,0,0,10,0,0,0,0,0,50,50,0,0,0
"2015","Telophorus_sulfureopectus",11617778.2129811,10.475,4.35,6.15,24.925,77.675,90,13.69881226,90.5,27.1,90,0,0,0,0,0,10,0,0,0,0,0,0,0,70,30,0
"2016","Telophorus_zeylonus",2104399.269018,14.15,5.45,7.95,33.256,82.425,96.4,13.19819372,96.6,65.02,70,0,10,0,0,0,10,0,10,0,0,0,50,50,0,0,0
"2017","Tephrodornis_gularis",7396527.60826449,16.4125,6.4625,7.275,17.525,85.375,105.8125,19.47124617,72.375,37.8,80,0,0,0,0,0,20,0,0,0,0,0,10,0,50,40,0
"482","Tephrodornis_pondicerianus",5976992.00667836,13.26625,5.89875,6.29375,18.2325,69.08333333,81.28,15.63055017,58.42,20.2,80,0,0,0,0,0,20,0,0,0,0,0,10,30,30,30,0
"2018","Terenotriccus_erythrurus",9202077.2769486,5.196833333,3.366,2.464666667,14.658,39.31783333,46.925,16.21218232,37.89473684,7.4,100,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0
"2019","Terenura_maculata",1170494.26797451,9,2.35,3,15.925,40.65,44.25,8.132575758,43,6.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0
"2020","Terpsiphone_atrocaudata",1593864.53511423,10.725,6,4.875,14.3,68.875,90.75,24.09363711,107.5,18.7,100,0,0,0,0,0,0,0,0,0,0,0,0,20,20,30,30
"2021","Terpsiphone_cinnamomea",796932.267557118,13.925,7.65,5.25,15.375,71.65,87.5,18.11861047,80.5,20.4,100,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0
"2022","Terpsiphone_paradisi",8591926.00960018,13.7,7.5,5.9625,15.425,71.975,90.5,20.57106189,292.8333333,19.23,100,0,0,0,0,0,0,0,0,0,0,0,0,20,20,30,30
"2023","Terpsiphone_viridis",16673317.2852966,9.525,5.825,4.575,14.21126,63.925,78.525,18.28626293,99.625,13.23,80,0,0,0,0,0,20,0,0,0,0,0,0,0,20,80,0
"483","Tersina_viridis",10559352.5451318,7.62875,6.16375,4.97125,16.55875,62.6375,86.875,30.97033914,50.875,29,30,0,0,0,0,0,70,0,0,0,0,0,0,10,60,30,0
"2024","Tesia_castaneocoronata",2751906.73640816,5.6,2.5,1.975,21.718,41.375,48.4,13.81636995,23.4,8.94,100,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0
"2025","Tesia_cyaniventer",2888879.46989454,7.225,3.65,2.6,22.5,43.9,50.375,12.8520184,16.66666667,9.7,100,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0
"2026","Tetrao_tetrix",17295920.6193257,14.075,10.8,12.525,46.4,151.025,238.5,36.72688937,142.75,1068.66,10,0,0,0,0,0,10,0,10,70,0,0,100,0,0,0,0
"2027","Tetrao_urogallus",14556465.949598,26.9,19.275,22.125,61.5,222,338.25,34.59716661,248.75,2716.61,0,0,0,0,0,0,10,0,0,90,0,0,100,0,0,0,0
"2028","Tetrax_tetrax",3997113.40446613,14.45,7.65,8.75,67.175,142.05,240,40.81342388,93,833.45,40,0,0,0,0,0,0,0,30,30,0,0,80,20,0,0,0
"2029","Thalurania_furcata",12277737.7470519,17.75,2.254285714,1.893333333,4.77,19.086,53.68,64.51416891,37.05466667,4.19,10,0,0,0,0,0,0,90,0,0,0,0,10,30,30,30,0
"2030","Thalurania_glaucopis",1942522.40217047,18.175,2.275,2.232,3.948,20,54.872,63.06937231,36.346,4.8,10,0,0,0,0,0,0,90,0,0,0,0,0,60,40,0,0
"2031","Thamnomanes_caesius",7172390.40801405,10.68375,5.50375,4.92375,17.75333333,61.97875,70.85188889,12.72817629,63.37033333,15.7,100,0,0,0,0,0,0,0,0,0,0,0,0,10,90,0,0
"2032","Thamnophilus_aethiops",6089060.60680358,11.39692308,5.113076923,6.538095238,21.68454545,62.22923077,71.91409091,12.51218366,59.42619048,25.7,100,0,0,0,0,0,0,0,0,0,0,0,20,40,40,0,0
"2033","Thamnophilus_amazonicus",7010513.54116651,11.1525,5.1875,5.90375,19.77375,63.25375,70.625,10.43641959,59,18.68,100,0,0,0,0,0,0,0,0,0,0,0,0,10,90,0,0
"2034","Thamnophilus_caerulescens",5192511.80580181,9.491428571,4.327142857,6.060952381,21.84571429,60.747,68.13380952,10.90784289,61.04190476,21.1,80,0,0,0,0,0,10,0,10,0,0,0,0,60,40,0,0
"484","Thamnophilus_doliatus",13012409.6812061,11.84875,5.57,6.393478261,25.70913043,66.22,70.67541667,8.991922268,65.16304348,27.03,100,0,0,0,0,0,0,0,0,0,0,0,30,30,40,0,0
"2035","Thamnophilus_nigrocinereus",2179111.66910149,13.75,5.3,6.65,25.15,72.25,78,7.394736842,55.75,30,100,0,0,0,0,0,0,0,0,0,0,0,30,40,30,0,0
"2036","Thamnophilus_palliatus",3673359.67077106,11.7025,5.795,6.075,23.215,62.3625,69.5,10.27152842,66.25,23.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"2037","Thamnophilus_ruficapillus",2266276.13586554,10.575,3.975,5.2,28.9,61.15,68,10.06001532,65.5,20.4,90,0,0,0,0,0,10,0,0,0,0,0,0,20,80,0,0
"2038","Thamnophilus_torquatus",4395579.53824469,10.875,4.475,5.8375,22.67857143,53.25,59.43,11.07649678,56.15,21.1,100,0,0,0,0,0,0,0,0,0,0,0,40,40,10,10,0
"485","Thlypopsis_sordida",8417597.07607205,8.6,3.5,4.617894737,18.11105263,54.18466667,64.61722222,16.28843401,53.81944444,17,50,0,0,0,0,0,30,0,20,0,0,0,0,0,70,30,0
"486","Thraupis_abbas",1108233.93457161,9.15,6.275,7.15,21.12,72.1,97,25.66081871,66.1,45,50,0,0,0,0,0,50,0,0,0,0,0,10,0,30,60,0
"487","Thraupis_bonariensis",3050756.33674207,8.936363636,6.872727273,7.218181818,23.29090909,67.82727273,88.09090909,22.99842538,73.45454545,36,0,0,0,0,0,0,80,0,10,10,0,0,0,30,30,40,0
"488","Thraupis_episcopus",9824680.6109776,9.719444444,6.1675,6.765,20.57944444,68.32242424,88,22.94190435,63.16666667,35,40,0,0,0,0,0,50,0,0,10,0,0,0,10,90,0,0
"2039","Thraupis_ornata",709767.800793056,11.5,5.15,5.475,21.425,70.65,95.75,26.21137967,70,33,20,0,0,0,0,0,80,0,0,0,0,0,10,10,20,60,0
"489","Thraupis_palmarum",13884054.3488467,9.4875,5.786,6.274545455,19.087,69.73625,90.21545455,21.06685444,68.79454545,39,10,0,0,0,0,0,60,10,20,0,0,0,0,0,20,70,10
"490","Thraupis_sayaca",7496144.14170913,9.2175,7.247142857,7.127272727,18.61727273,70.25,86.70181818,22.00809019,65.22454545,32.49,10,0,0,0,0,0,50,0,40,0,0,0,10,0,20,70,0
"2040","Threnetes_leucurus",6213581.27360938,26.4275,2.335,2.645,4.6375,19.9575,57.5,65.24567449,33.5,5.6,10,0,0,0,0,0,0,90,0,0,0,0,0,100,0,0,0
"2041","Thripias_namaquus",9936749.21110283,25.275,7.475,8.025,21.35,91.6,126,27.30534943,62.5,81.54,90,0,10,0,0,0,0,0,0,0,0,0,20,20,40,20,0
"491","Thryomanes_bewickii",4557456.40509222,10.05,2.55,3,17.375,46.15,53.5,13.76655823,51,9.9,80,0,0,0,0,0,20,0,0,0,0,0,50,50,0,0,0
"2042","Thryothorus_coraya",4582360.5384534,11.7425,3.765,4.35,21.665,54.3925,61.5,11.56201135,56,17.2,80,0,0,0,0,0,0,0,20,0,0,0,40,40,20,0,0
"2043","Thryothorus_genibarbis",7284459.00813926,11.5725,4.034210526,4.510833333,22.68326923,52.24529412,59.81615385,12.33701493,54.2648,19.2,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
"2044","Thryothorus_leucotis",9986557.47782515,12.44595238,3.539285714,3.78,22.17733333,54.78791667,62.33333333,12.18263375,48.13333333,19.44,100,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0
"2045","Thryothorus_longirostris",2129303.40237917,18.65,4.364,4.516923077,21.82769231,56.767,63.58818182,10.62985636,54.09,21.3,100,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0
"2046","Thryothorus_maculipectus",1195398.40133567,12.061,3.797,4.201,21.268,52.25,58.7,10.30414398,53.6,15,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
"2047","Tiaris_fuliginosus",2017234.80225395,7.782,6.445714286,7.495714286,15.58142857,47.464,57.40714286,17.86968737,43.86285714,13.3,0,0,0,0,0,0,0,0,90,10,0,0,100,0,0,0,0
"2048","Tiaris_olivaceus",2403248.86935192,6.4,3.825,5.15,15.76,40.925,50.4,18.86527778,40,8.5,0,0,0,0,0,0,0,0,90,10,0,0,90,10,0,0,0
"2049","Tichodroma_muraria",13049765.8812478,20.5,3.325,2.875,22.6,80.3,98.875,18.79818989,59.875,17.6,100,0,0,0,0,0,0,0,0,0,0,0,80,10,10,0,0
"2050","Tickellia_hodgsoni",1133138.06793278,6.183333333,3.216666667,2.333333333,19.46666667,40.3,46.25,12.88293345,43.33333333,4.5,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
"2051","Timalia_pileata",3648455.5374099,9.45,2.925,5.375,21.325,61.075,66,7.451400162,72.75,16,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
"2052","Tinamus_guttatus",4644620.87185629,10.7575,4.96125,5.30125,57.61125,142.0875,195.375,26.40499811,75.625,686.18,20,0,0,0,20,0,60,0,0,0,0,0,100,0,0,0,0
"2053","Tinamus_major",9202077.2769486,11.4,5.05,5.875,63.1,194.65,245,20.49552617,79.5,1026.21,20,0,10,0,0,0,40,0,30,0,0,0,100,0,0,0,0
"2054","Tinamus_solitarius",1618768.66847539,11.4,5.75,5.95,73.06333333,223.65,261.5,13.63738999,156.25,1386.41,20,0,0,0,0,0,40,0,20,20,0,0,100,0,0,0,0
"2055","Tinamus_tao",4943470.47219021,13.59125,6.45875,6.74,78.30625,237.15,279.375,14.19806859,128.375,1600.1,10,0,0,0,0,0,40,0,30,20,0,0,100,0,0,0,0
"2056","Tityra_cayana",13112026.2146507,19.0525,11.0675,10.18222222,24.54555556,89.984,116.1866667,25.41600236,71.02111111,68.1,20,0,0,0,0,0,80,0,0,0,0,0,0,50,50,0,0
"2057","Tityra_inquisitor",13498040.2817487,18.5075,11.60875,9.18875,21.435,75.7775,105.75,28.47816922,66.5,43.1,20,0,0,0,0,0,80,0,0,0,0,0,0,0,100,0,0
"2058","Tityra_semifasciata",9289241.74371266,18.35,10.88125,10.48375,25.64875,90.26,117.5,25.70851429,73.125,79.3,20,0,10,0,0,0,70,0,0,0,0,0,0,50,50,0,0
"2059","Tockus_erythrorhynchus",11468353.4128142,63.875,14.2875,22.25,38.9625,140.51875,172.625,18.62947388,185.6875,138.56,40,20,30,0,0,0,10,0,0,0,0,0,60,20,20,0,0
"2060","Tockus_leucomelas",2602481.9362412,62.875,15.55,28.275,42.025,152.725,190.25,19.56465025,197.75,188.27,80,10,0,0,0,0,10,0,0,0,0,0,70,30,0,0,0
"492","Todiramphus_chloris",10385023.6116037,41.925,13.825,13.025,14.5,81.35,106.75,23.77061365,64.5,66.09,80,0,10,10,0,0,0,0,0,0,10,30,40,20,0,0,0
"2061","Todirostrum_chrysocrotaphum",4943470.47219021,9.0925,5.74,2.9975,15.896,32.97,40.52,18.07668856,28.84,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0
"493","Todirostrum_cinereum",10908010.4121881,9.955,5.095,3.238888889,16.65555556,33.78875,40.545,16.65422677,32.61125,6.29,90,0,0,0,0,0,10,0,0,0,0,0,0,33,33,33,0
"494","Todirostrum_maculatum",5391744.8726911,10.58571429,4.827142857,3.447142857,17.72428571,38.98,45.23142857,13.82018086,32.83285714,7.3,100,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0
"2062","Todirostrum_poliocephalum",759576.067515377,7.95,4.375,2.75,16.325,36.95,42.25,12.47138322,35,6.96,100,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0
"2063","Tolmomyias_assimilis",6612047.40738794,8.2175,6.0175,4.0075,18.9275,54.335,63.75,14.74082721,54.5,17,90,0,0,0,0,0,10,0,0,0,0,0,0,10,90,0,0
"495","Tolmomyias_flaviventris",7969322.67557117,6.7475,5.852857143,3.956,16.10944444,49.88272727,59.835,16.21469835,52.52294118,12.2,80,0,0,0,0,0,20,0,0,0,0,0,0,0,20,80,0
"2064","Tolmomyias_poliocephalus",7122582.14129173,6.9775,5.1225,3.836,16.135,45.1075,54.65,14.85862342,45.89833333,10.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0
"496","Tolmomyias_sulphurescens",14842863.4832514,7.515,5.3775,4.328666667,16.9725,54.22222222,62.763125,14.64519144,55.23875,14.3,90,0,0,0,0,0,10,0,0,0,0,0,0,30,70,0,0
"2065","Topaza_pella",2154207.53574033,21.32625,2.75375,3.04625,5.77,27.615,75.125,63.30726656,74.125,12.11,10,0,0,0,0,0,0,90,0,0,0,0,0,10,30,40,20
"2066","Torgos_tracheliotos",15652247.8174891,63.975,30.925,45.025,138.375,434.5,711.25,39.07544242,352,6969,0,0,0,0,10,90,0,0,0,0,0,0,100,0,0,0,0
"2067","Touit_huetii",4258606.80475831,15.45,9.15,13.75,10.025,65.175,110.25,40.85779496,52.25,60,0,0,0,0,0,0,90,0,10,0,0,0,20,30,30,20,0
"2068","Touit_purpuratus",4432935.73828643,16.775,7.775,13.775,14.4,59.4,105.125,43.58193052,44.75,59.7,0,0,0,0,0,0,100,0,0,0,0,0,0,0,60,40,0
"497","Toxostoma_bendirei",572795.067306679,19.35,6.05,6.5,33.28,78.75,99.2,19.68991289,110.4,62.19,50,0,0,0,0,0,30,0,20,0,0,0,100,0,0,0,0
"498","Toxostoma_crissale",1469343.86830843,22.3,5.825,6.15,29.15,81.475,101,19.33847505,100,62.7,80,0,0,0,0,0,10,0,10,0,0,0,50,50,0,0,0
"499","Toxostoma_curvirostre",2565125.73619946,23.725,6.025,6.525,31.625,92.2,112,17.65231596,108,80.54,50,0,0,0,0,0,30,0,20,0,0,0,100,0,0,0,0
"2069","Toxostoma_lecontei",647507.467390156,25.85,5.175,5.75,30.825,82.075,96.75,15.12783049,114.75,61.9,90,0,0,0,0,0,0,0,10,0,0,0,100,0,0,0,0
"2070","Toxostoma_longirostre",510534.733903778,22.7,5.95,6.225,36.7,90.375,99.25,8.941850818,118,67.6,70,0,0,0,0,0,30,0,0,0,0,0,80,20,0,0,0
"2071","Toxostoma_ocellatum",186781.000208699,26.788,6.836,7.07,37.266,96.234,104,7.488938733,136.4,84.29,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"500","Trachyphonus_vaillantii",4196346.47135541,16.5,8.65,10.825,26.85,87.175,101.5,14.17097852,90.25,69.4,40,10,0,0,0,0,30,0,20,0,0,0,100,0,0,0,0
"2072","Treron_apicauda",2552673.66951888,10.525,5.35,6.95,23.875,105.675,163.25,35.27775329,171.875,217.19,0,0,0,0,0,0,100,0,0,0,0,0,20,0,50,30,0
"2073","Treron_bicinctus",4358223.33820295,9.7,4.925,5.55,20.9375,97.0125,156.75,38.10422543,87.625,174,0,0,0,0,0,0,100,0,0,0,0,0,0,20,50,30,0
"2074","Treron_curvirostra",5653238.27298328,11.8875,5.9125,7.3375,19.7,88.5875,136.125,34.84847868,71.625,134.45,0,0,0,0,0,0,100,0,0,0,0,0,0,33,33,33,0
"2075","Treron_phoenicopterus",6014348.2067201,12.2125,6.4375,7.8125,25.15,113.875,188.125,39.47932785,106.3125,235,0,0,0,0,0,0,80,0,10,10,0,0,20,20,30,30,0
"2076","Treron_pompadora",4221250.60471657,10.95833333,5.116666667,6.2375,23.8125,98.84583333,155.8333333,36.58020545,81.4375,234,10,0,0,0,0,0,90,0,0,0,0,0,20,0,50,30,0
"2077","Treron_sieboldii",3050756.33674207,10.7,4.95,5.45,23.5,116.025,189.75,38.90276012,116.25,245,0,0,0,0,0,0,100,0,0,0,0,0,20,40,40,0,0
"2078","Treron_sphenurus",3424318.33715947,10.2875,5.1625,5.2,21.4,108.2125,173.0625,37.48481048,116.375,210,0,0,0,0,0,0,100,0,0,0,0,0,20,0,40,40,0
"2079","Treron_vernans",5167607.67244066,9.225,4.65,5.175,19.225,91.15,135.5,32.75858859,76.5,132,0,0,0,0,0,0,80,0,0,20,0,0,0,20,50,30,0
"2080","Tricholaema_leucomelas",3810332.40425744,13.625,8.725,10.475,20.625,66.175,79,16.24539701,44,32.2,30,0,0,0,0,0,30,10,30,0,0,0,0,33,33,33,0
"2081","Trichothraupis_melanops",3287345.60367309,9.7,5.3,5.98375,20.07125,63.81666667,79.8225,20.20837631,73.17375,22.58,70,0,0,0,0,0,20,0,10,0,0,0,30,30,20,10,10
"2082","Trigonoceps_occipitalis",9749968.21089412,49.325,23.75,33.7,114.125,349.25,614.25,43.14076625,248,3016,0,0,0,0,10,90,0,0,0,0,0,0,100,0,0,0,0
"501","Troglodytes_aedon",25066010.2280074,9.865238095,2.667142857,2.859166667,17.8956,44.35583333,51.445,13.80644642,43.93125,10.85,80,0,0,0,0,0,0,0,0,20,0,0,0,100,0,0,0
"502","Troglodytes_troglodytes",29411781.4995297,9.326666666,2.738333333,3.011666667,18.947,43.509,49.6,12.40553703,35.1,9.74,60,0,10,10,0,0,10,0,10,0,0,0,50,50,0,0,0
"2083","Trogon_collaris",8840967.34321178,11.025,7.425,8.475,12.625,70.075,112.25,37.5394342,119.25,65.43,60,0,0,0,0,0,40,0,0,0,0,0,0,30,70,0,0
"2084","Trogon_melanocephalus",946357.067724075,13.775,8.2,11.45,13.175,92.95,144.375,35.60577989,143.975,85.1,50,0,0,0,0,0,50,0,0,0,0,0,0,20,70,10,0
"2085","Trogon_melanurus",7695377.20859841,15.4675,10.1225,13.3125,13.655,98.495,150.25,34.45569036,141.875,114,30,0,0,0,0,0,70,0,0,0,0,0,0,10,30,60,0
"2086","Trogon_rufus",8442501.20943322,11.455,8.92,9.87625,12.52125,67.77375,109.75,38.24100756,135.875,53.8,60,0,0,0,0,0,40,0,0,0,0,0,10,60,30,0,0
"2087","Trogon_surrucura",2141755.46905974,11.85,9.3475,9.8575,15.28,81.95625,133.18,38.44072115,132.66125,73.29,80,0,0,0,0,0,20,0,0,0,0,0,0,0,100,0,0
"2088","Trogon_violaceus",9027748.34342048,11.563,9.821,8.93,11.503,71.04,113.89,37.61928861,112.223,46.5,20,0,0,0,0,0,80,0,0,0,0,0,0,70,20,10,0
"2089","Trogon_viridis",9164721.07690686,14.97875,10.02125,11.717,13.832,96.60375,144.527,33.18810564,159.1,89.69,30,0,10,0,0,0,60,0,0,0,0,0,10,0,30,60,0
"2090","Turdoides_bicolor",1705933.13523945,16.325,4.8,7.05,32.575,94.625,108,12.45658276,116.5,78.3,70,0,30,0,0,0,0,0,0,0,0,0,80,20,0,0,0
"503","Turdoides_caudata",4470291.93832817,12.7875,4.0625,5.575,25.7125,71.3375,80.625,11.50676816,106.875,39.15,40,0,0,0,0,0,20,10,0,30,0,0,100,0,0,0,0
"504","Turdoides_earlei",1942522.40217047,13.5,4.05,5.8,29.55,77.375,86.75,10.80962152,111.25,47,80,0,0,0,0,0,0,0,0,20,0,0,0,80,20,0,0
"505","Turdoides_jardineii",6998061.47448593,14.475,4.875,6.975,31.975,95.675,107,10.59395507,105.25,78.2,60,0,10,0,0,0,10,10,10,0,0,0,50,50,0,0,0
"2091","Turdoides_nipalensis",161876.866847539,14.175,4.425,6.325,29.275,77.8,82.5,5.676051948,112.5,61,80,0,0,0,0,0,10,0,10,0,0,0,100,0,0,0,0
"506","Turdoides_striata",3959757.2044244,14.75,4.675,7.525,31.775,91.2,100.75,9.46000401,101.75,65.99,30,0,10,0,0,0,20,10,10,20,0,0,100,0,0,0,0
"2092","Turdus_albicollis",10683873.2119376,10.94916667,4.583333333,5.725555556,28.47421053,83.416,106.8768421,21.41808337,87.83,54,60,0,0,0,0,0,40,0,0,0,0,0,80,0,20,0,0
"2093","Turdus_albocinctus",921452.934362918,15.75,5.225,6.825,31.875,101.175,134.75,24.90550183,106.25,99.4,50,0,0,0,0,0,50,0,0,0,0,0,60,0,20,20,0
"507","Turdus_amaurochalinus",4495196.07168933,12.96363636,4.963636364,6.145,30.52888889,86.4075,112.0105556,22.86067867,91.35470588,57.9,40,0,0,0,0,0,60,0,0,0,0,0,20,20,30,30,0
"2094","Turdus_boulboul",2017234.80225395,15.1,5.35,6.45,32.35,106.175,144.375,26.4554695,113.875,97.1,60,0,0,0,0,0,40,0,0,0,0,0,100,0,0,0,0
"2095","Turdus_cardis",1095781.86789104,12.525,4.65,5.975,28.725,79.25,111.75,29.063296,76.375,58.9,50,0,0,0,0,0,50,0,0,0,0,0,100,0,0,0,0
"2096","Turdus_chrysolaus",996165.334446396,13.625,4.875,6.05,31,80.95,120.625,32.93409861,89.5,65.4,70,0,0,0,0,0,30,0,0,0,0,0,25,25,25,25,0
"508","Turdus_falcklandii",1656124.86851713,17.625,6.4,7.85,39.74,100.025,137.4,27.00772292,104.6,93.89,50,0,0,0,0,0,50,0,0,0,0,0,100,0,0,0,0
"2097","Turdus_flavipes",1880262.06876757,11.025,4.975,5.7,26.25,78.5,108.5,27.64267677,83,65.14,20,0,0,0,0,0,80,0,0,0,0,0,10,30,30,30,0
"2098","Turdus_fumigatus",5391744.8726911,13.77,5.0075,6.69,31.74166667,87.0575,112.4416667,22.0871965,93.03833333,75.7,50,0,0,0,0,0,50,0,0,0,0,0,50,50,0,0,0
"509","Turdus_grayi",2017234.80225395,13.75119048,5.312857143,6.355238095,30.94166667,92.23979167,119,22.84605722,104.9285714,79.5,30,0,10,0,0,0,60,0,0,0,0,0,0,20,80,0,0
"2099","Turdus_hortulorum",1593864.53511423,12.6,4.85,5.875,30.8,80.975,113.5,28.6458605,84.75,66.7,70,0,0,0,0,0,30,0,0,0,0,0,100,0,0,0,0
"510","Turdus_iliacus",7707829.27527899,12.225,4.325,5.45,26.95,74.775,115,34.96559525,75.25,61.2,40,0,0,0,0,0,30,0,20,10,0,0,50,50,0,0,0
"511","Turdus_leucomelas",9401310.34383788,13.375,5.323333333,5.94625,31.08857143,81.461,107.23,22.52270357,90.504375,69.1,70,0,0,0,0,0,30,0,0,0,0,0,60,20,20,0,0
"2100","Turdus_libonyanus",5441553.13941341,14.075,4.875,6.475,30.55,87.975,114.75,23.35872295,93.75,60.6,40,0,10,0,0,0,30,0,20,0,0,0,100,0,0,0,0
"512","Turdus_merula",26236504.4959819,15.06666667,5.458333333,7.191666667,33.78333333,106.0083333,138.6666667,23.34604713,114.625,102.73,50,0,0,0,10,0,20,0,20,0,0,0,60,20,20,0,0
"513","Turdus_migratorius",12090956.7468432,12.45,5.75,7.1,33.625,86.025,124.25,30.81546118,91.25,78.5,50,0,0,0,0,0,50,0,0,0,0,0,20,40,40,0,0
"514","Turdus_naumanni",6798828.40759665,12.375,4.55,5.6125,30.7375,85.625,127.125,32.64243634,89.25,73.18,60,0,0,0,0,0,40,0,0,0,0,0,100,0,0,0,0
"2101","Turdus_nudigenis",2415700.93603251,13.195,4.9875,6.2525,31.295,88.7725,111,20.01095779,90,63.89,20,0,0,0,0,0,40,0,40,0,0,0,20,0,40,40,0
"2102","Turdus_obscurus",6363006.07377634,11.75,4.425,5.6,29.3,77.3,117.375,34.14296956,80.375,62.6,40,0,0,0,0,0,60,0,0,0,0,0,50,0,30,20,0
"515","Turdus_olivaceus",1743289.33528119,14.40833333,5.075,6.716666667,31.89166667,91.70833333,115.7083333,20.68028672,95,67.29,30,0,0,0,10,0,40,0,20,0,0,0,100,0,0,0,0
"2103","Turdus_pallidus",3075660.47010323,14.05,4.8,6.225,31.35,86.325,126.5,31.7706184,95.25,72.1,60,0,0,0,0,0,20,0,20,0,0,0,33,33,33,0,0
"516","Turdus_philomelos",11430997.2127724,11.925,4.675,5.6,31.125,77.825,112,30.47084115,84.75,67.74,40,0,0,0,0,0,30,0,30,0,0,0,100,0,0,0,0
"517","Turdus_pilaris",13510492.3484293,12.775,5.625,6.525,31.975,92.325,136.875,32.39601901,102.625,106,70,0,0,0,0,0,30,0,0,0,0,0,60,20,20,0,0
"2104","Turdus_rubrocanus",2751906.73640816,15.85,4.825,6.375,32.55,98.4,136.25,27.77044222,112.25,92.2,50,0,0,0,0,0,50,0,0,0,0,0,60,0,20,20,0
"2105","Turdus_ruficollis",8143651.60909929,12.55,4.7,6.1375,31.6875,91.65,132.5625,30.87065467,99.0625,80.55,60,0,0,0,0,0,30,0,10,0,0,0,50,50,0,0,0
"518","Turdus_rufiventris",6001896.14003952,14.6,5.25,6.766,32.381,93.83222222,112.586,16.85755458,99.715,69.44,50,0,0,0,0,0,50,0,0,0,0,0,100,0,0,0,0
"519","Turdus_rufopalliatus",921452.934362914,13.325,5.1,6.625,31.525,92.25,120.75,23.59698496,104.75,75.02,70,0,0,0,0,0,30,0,0,0,0,0,100,0,0,0,0
"2106","Turdus_subalaris",1967426.53553163,10.895,5.06,5.195,27.5325,75.4,105.25,28.51062549,81,49.5,40,0,0,0,0,0,60,0,0,0,0,0,20,40,40,0,0
"2107","Turdus_torquatus",3523934.8706041,13.925,5.15,6.7,33.225,92.55,135.375,31.63159753,106.5,109,30,0,10,0,0,0,30,0,30,0,0,0,20,40,40,0,0
"2108","Turdus_unicolor",1780645.53532293,12.875,4.625,5.725,31.1875,83.625,119.5,29.99799249,78.75,64.19,50,0,0,0,0,0,50,0,0,0,0,0,100,0,0,0,0
"520","Turdus_viscivorus",9500926.87728252,13.725,5.425,7.25,32.35,97.4,151,35.48908524,113.375,117.37,40,0,0,0,0,0,20,0,20,20,0,0,60,20,10,10,0
"2109","Turtur_chalcospilos",7533500.34175087,7,2.1,2.725,17.5,74.725,107.5,30.47240397,68.75,60.6,0,0,0,0,0,0,0,0,100,0,0,0,80,20,0,0,0
