"","Species","Range_size_km","Bill_Nares","Bill_Width","Bill_Depth","Tarsus_Length","Secondary1","Wing_Chord","Hand.Wing.Index..Claramunt.2011.","Tail_Length","Mass","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial"
"442","Sicalis_luteola",5018182.87227369,6.975,5.63,6.24,14.69,52.69105263,66.82157895,21.15333918,45.32578947,15.9,0,0,0,0,0,0,0,0,100,0,0,0,30,70,0,0,0
"443","Sigelus_silens",1544056.26839191,9.85,3.95,4.45,23.7,70.075,89.5,21.69168654,77.25,25.7,80,0,0,0,0,0,10,10,0,0,0,0,80,10,10,0,0
"1906","Sirystes_sibilator",8654186.34300308,13.632,8.198,6.476,19.028,75.766,92.8,18.35836465,80.6,32.3,80,0,0,0,0,0,20,0,0,0,0,0,0,0,0,100,0
"444","Sitta_canadensis",14705890.749765,10.45,3.325,3.175,15.05,48.925,66.25,26.15590175,35.75,9.8,50,0,0,0,0,0,0,0,50,0,0,0,0,33,33,33,0
"445","Sitta_carolinensis",11518161.6795365,12.175,3.85,4.25,18.825,60.9,88.5,31.19303895,49.75,21,50,0,0,0,0,0,0,0,50,0,0,0,0,33,33,33,0
"1907","Sitta_castanea",4009565.47114672,12.85,3.975,3.8,18,59.29166667,78.29166667,24.21759218,42.54166667,19.62,70,0,0,0,0,0,0,0,30,0,0,0,0,0,60,40,0
"446","Sitta_europaea",29922316.2334335,13.05666667,4.335,4.395,19.79333333,63.995,84.08333333,23.87033629,48.96333333,20.37,70,0,0,0,0,0,0,10,10,10,0,0,33,33,33,0,0
"1908","Sitta_frontalis",7969322.67557117,9.2,3.625,3.4,15.925,55.675,72.375,23.06378825,39,16.5,100,0,0,0,0,0,0,0,0,0,0,0,0,20,50,30,0
"1909","Sitta_himalayensis",933905.001043499,9.55,4.025,3.575,17.25,57.1,71.75,20.4149484,37.75,14.28,70,0,0,0,0,0,0,0,30,0,0,0,0,20,50,30,0
"1910","Sitta_neumayer",2440605.06939366,15.875,4.425,4.925,22.7,67.775,79,14.19248726,49.125,26.5,50,0,0,0,0,0,0,0,50,0,0,0,80,10,10,0,0
"1911","Sitta_oenochlamys",684863.667431897,10.3,3.475,3.575,16.475,58.475,72.125,18.91818394,41.875,16.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0
"1912","Sitta_pygmaea",3411866.27047889,9.65,3.15,3.8,15.95,54.375,66.25,17.98946348,38.375,10.6,60,0,0,0,0,0,0,0,40,0,0,0,0,0,40,60,0
"1913","Sittasomus_griseicapillus",14568918.0162786,10.69871795,3.972564103,3.625833333,17.24816327,60.01206897,77.05625,21.99258842,80.22666667,13.12,90,0,0,0,0,0,0,0,0,10,0,0,0,0,50,50,0
"1914","Spartonoica_maluroides",1618768.66847539,8.435714286,2.452857143,3.042857143,16.03,41.19428571,49.9625,17.54882366,64.7,11,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0
"1915","Sphenoeacus_afer",946357.067724077,8.9,3.325,4.8,22.35,60.6,66.25,8.543362826,101.25,30.4,80,0,0,0,0,0,0,0,20,0,0,0,100,0,0,0,0
"447","Sphyrapicus_nuchalis",2552673.66951888,16.974,6.952,6.018,19.898,83.84,122.8,31.72171068,75.8,48.49,50,0,0,0,0,0,10,30,10,0,0,0,0,20,40,40,0
"1916","Sphyrapicus_ruber",1431987.66826669,21.52714286,7.9625,7.118571429,21.57285714,88.175,126.5625,30.33663961,80.8125,54.79,70,0,0,0,0,0,0,0,0,30,0,0,0,0,20,80,0
"448","Sphyrapicus_thyroideus",1494248.00166959,19.675,6.475,6.175,19.925,92.975,137.25,32.22716223,89.5,47.6,50,0,0,0,0,0,20,30,0,0,0,0,10,20,50,20,0
"449","Sphyrapicus_varius",7782541.67536245,19.281,6.459,6.24,20.347,82.57,124.8,33.85012599,74.9,50.3,50,0,0,0,0,0,10,30,10,0,0,0,0,30,40,30,0
"1917","Spilornis_cheela",10198242.611395,26.6625,12.875,19.825,66.6625,222.7,316.875,29.53307556,209.375,597.74,10,20,60,10,0,0,0,0,0,0,0,0,50,0,25,25,0
"1918","Spilornis_holospilus",796932.267557117,26.475,12.375,17.525,71.7,233,337.5,30.97386528,221.5,705,10,20,60,10,0,0,0,0,0,0,0,0,50,0,25,25,0
"1919","Spizaetus_melanoleucus",11256668.2792443,23.885,12.585,20.25,71.3025,275.4475,399.75,31.12943838,252.75,850,0,80,20,0,0,0,0,0,0,0,0,0,30,10,10,30,20
"1920","Spizaetus_ornatus",11841915.4132316,24.12125,12.215,19.90625,92.665,292.67375,348.25,16.07324883,289.75,1197.4,0,90,10,0,0,0,0,0,0,0,0,0,10,20,50,20,0
"1921","Spizaetus_tyrannus",10634064.9452153,24.925,12.225,21.225,81.125,315.625,384.25,17.86653273,343,1007.11,0,60,40,0,0,0,0,0,0,0,0,0,20,20,30,20,10
"450","Spizella_atrogularis",1618768.66847539,5.95,3.8,4.85,17.725,50.425,59.5,15.22400457,64,11.3,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0
"451","Spizella_breweri",2154207.53574033,6.66,3.7,4.44,16.9,50.08,62.83333333,20.48082069,60.33333333,10.9,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0
"452","Spizella_pallida",1693481.06855887,6.05,3.4,5,17.2,49,60.4,18.58062976,56.8,11.2,20,0,0,0,0,0,0,0,60,20,0,0,80,10,10,0,0
"453","Spizella_passerina",5242320.07252413,7,4.025,4.675,16.075,50.95,67.25,24.23119088,54.75,12.2,40,0,0,0,0,0,0,0,60,0,0,0,80,10,10,0,0
"1922","Spizixos_semitorques",2801715.00313048,8.075,6.025,7.475,18.725,77.675,91.25,14.85249916,95.5,39,50,0,0,0,0,0,50,0,0,0,0,0,0,20,40,40,0
"1923","Spizocorys_conirostris",1855357.93540641,7.675,4.875,5.7,16.975,56.45,75.75,25.47595841,42.5,14.3,10,0,0,0,0,0,0,0,90,0,0,0,100,0,0,0,0
"1924","Sporophila_americana",2116851.33569859,7.167777778,5.707777778,7.563333333,15.49944445,43.18055556,53.66666667,19.54200583,45.66666667,12,0,0,0,0,0,0,20,0,60,20,0,0,80,20,0,0,0
"1925","Sporophila_ardesiaca",983713.267765815,6.7,5.16,6.88,13.5,46.39,56,17.16071429,43,10.9,20,0,0,0,0,0,0,0,80,0,0,0,60,40,0,0,0
"1926","Sporophila_bouvreuil",5454005.20609399,6.4,4.3,5.478888889,12.63333333,40.698,51.29111111,21.42209253,38.7925,8.6,0,0,0,0,0,0,0,0,100,0,0,0,50,50,0,0,0
"1927","Sporophila_caerulescens",7147486.27465288,6.775,4.925,6.325,13.85,45.225,55,17.68867925,45,9.73,20,0,0,0,0,0,0,0,80,0,0,0,50,50,0,0,0
"1928","Sporophila_collaris",4071825.80454961,8.2,6.325,8.5,15.525,47.075,58.25,19.19919901,47.875,13.49,20,0,0,0,0,0,0,0,80,0,0,0,0,100,0,0,0
"1929","Sporophila_falcirostris",522986.80058436,7.7775,7.25,8.3,12.9825,46.4825,58.38,20.38775521,39.945,10.77,20,0,0,0,0,0,0,0,80,0,0,0,100,0,0,0,0
"1930","Sporophila_frontalis",560343.000626098,8.625,5.825,7.825,16.725,52.9,65.75,19.59153648,47.5,10.77,20,0,0,0,0,0,0,0,80,0,0,0,100,0,0,0,0
"1931","Sporophila_hypoxantha",2440605.06939366,6.35,4.2,5.875,13.625,40.025,53.25,24.82507587,39.5,9.5,20,0,0,0,0,0,0,0,80,0,0,0,50,50,0,0,0
"1932","Sporophila_leucoptera",4756689.47198151,8.175,7.511428571,8.828571429,15.49,48.21,55.77142857,13.59762641,49.46,15.5,20,0,0,0,0,0,0,0,80,0,0,0,70,30,0,0,0
"1933","Sporophila_melanogaster",1095781.86789103,6.4,4.95,6.475,13.35,41.3,52.875,21.89623053,42,9.3,20,0,0,0,0,0,0,0,80,0,0,0,50,50,0,0,0
"1934","Sporophila_minuta",3748072.07085454,5.615,4.635,5.855,14.218,40.8175,49.4,17.13198129,40.4,7.8,10,0,0,0,0,0,0,0,90,0,0,0,50,50,0,0,0
"454","Sporophila_nigricollis",9139816.9435457,6.195,6.069231,6.286429,13.405,45.60556,53.54786,14.73774,45.22643,9.6,20,0,0,0,0,0,0,0,80,0,0,0,30,70,0,0,0
"1935","Sporophila_plumbea",6076608.540123,7,5.8,7.025,13.175,43.925,56.75,22.54315756,42,9.7,20,0,0,0,0,0,0,0,80,0,0,0,100,0,0,0,0
"1936","Sporophila_schistacea",2988496.00333917,7.3,5.2,7.25,14.225,46.25,61.625,24.9103125,39.75,12.7,20,0,0,0,0,0,0,0,80,0,0,0,80,20,0,0,0
"455","Sporophila_torqueola",2129303.40237916,6.2,4.975,6.5,14.96,46.075,54.4,15.44887979,48,8.7,20,0,0,0,0,0,0,0,80,0,0,0,40,40,20,0,0
"1937","Sporopipes_squamifrons",2776810.86976931,7.375,5.45,6.3,14.2,48.9,55.5,11.85788924,43.5,12.3,20,0,0,0,0,0,0,0,80,0,0,0,50,50,0,0,0
"1938","Spreo_bicolor",1133138.06793277,11.325,4.775,6.525,27.875,87.075,116.25,25.10078294,77.25,104,40,0,0,0,0,10,30,10,0,10,0,0,100,0,0,0,0
"1939","Stachyris_nigriceps",3760524.13753512,9.875,3,4.5,20.475,52.45,58,9.579585304,49.75,15.8,70,0,0,0,0,0,10,10,10,0,0,0,0,100,0,0,0
"1940","Stachyris_pyrrhops",398466.133778558,8.25,2.35,3.125,18.625,47.825,52.5,8.906125356,51.5,9.59,80,0,0,0,0,0,20,0,0,0,0,0,40,50,10,0,0
"1941","Stelgidopteryx_ruficollis",14145547.7491389,5.165,4.5875,2.93,10.53333333,47.5325,102.74875,53.72669099,49.56125,16.1,100,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0
"456","Stelgidopteryx_serripennis",2851523.26985279,4.691666667,3.2,2.433333333,10.5,52.21666667,106.4166667,50.91307202,47.5,15.69,100,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0
"1942","Stenostira_scita",1469343.86830843,6.1,2.675,2.9,17.6,46.2,54.25,14.76355151,55.5,5.9,100,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0
"1943","Stephanophorus_diadematus",1519152.13503075,8.65,6.525,7.45,23.225,77.4,97.75,20.7808631,80,35.4,20,0,0,0,0,0,50,0,0,30,0,0,0,30,70,0,0
"1944","Stephanoxis_lalandi",1444439.73494727,14.70375,1.69125,1.88,4.502857143,18.22875,48.10875,62.17241197,30.48125,4,10,0,0,0,0,0,0,90,0,0,0,0,0,60,20,10,10
"457","Stigmatopelia_chinensis",17457797.4861732,9.904166667,3.25,3.403333333,20.315,94.9175,137.5166667,30.97057211,124.315,159,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0
"458","Stigmatopelia_senegalensis",36509459.50746,8.175,2.65,2.95,18.575,85,129.75,34.48991766,103.5,82.13,10,0,0,0,0,0,10,10,70,0,0,0,60,40,0,0,0
"1945","Streptopelia_bitorquata",1556508.33507249,11.25625,3.6075,4.2925,24.58875,108.81125,158.98875,31.54605126,113.4875,153,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0
"459","Streptopelia_capicola",11157051.7457997,9.775,3.225,3.625,22.45,99.5,149,33.21982333,107.25,142,20,0,0,0,0,0,10,10,40,20,0,0,100,0,0,0,0
"460","Streptopelia_decaocto",28340903.7649998,9.561111111,3.82,4.143333333,22.3075,108.3333333,173.2833333,37.4871366,126.9988889,148.96,10,0,0,0,0,0,30,0,40,20,0,0,80,10,10,0,0
"461","Streptopelia_orientalis",10634064.9452153,8.275,3.05,3.925,25.025,117.675,174.875,32.75114632,124.25,232.94,0,0,0,0,0,0,20,0,40,40,0,0,100,0,0,0,0
"462","Streptopelia_semitorquata",16498988.3517685,10.75,3.55,4.325,23.05,107.5,173.25,38.02638407,115.25,176,10,0,0,0,0,0,20,0,40,30,0,0,80,10,10,0,0
"1946","Streptopelia_tranquebarica",11555517.8795782,8.65,3.375,3.475,16.975,81.0125,134.25,39.65461213,80,103,0,0,0,0,0,0,0,0,60,40,0,0,100,0,0,0,0
"1947","Streptoprocne_biscutata",1867810.00208699,6.375,4.975,3.901666667,21.49,67.11833333,192.1666667,64.82979846,68.05166667,95.81,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"1948","Streptoprocne_rutila",2739454.66972758,2.95,3.5,2.025,12.025,38.1,131.25,70.9454458,44.5,20.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"1949","Streptoprocne_zonaris",11169503.8124802,7.7,5.1,4.05,23.8,72.95,212.5,65.66844608,64,86.79,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"463","Strix_aluco",20035375.2890532,16.43333333,8.533333333,14.9,48.85555556,186.1222222,268.3333333,30.50835452,162.2222222,472.46,10,80,10,0,0,0,0,0,0,0,0,10,70,10,10,0,0
"1950","Strix_huhula",8679090.47636424,17.925,9,15.35,44.65,179.775,249.5,27.96815257,148.5,370,80,0,0,0,20,0,0,0,0,0,0,0,10,10,10,70,0
"1951","Strix_hylophila",1033521.53448814,17.1825,9.91,15.725,46.19625,188.4325,242.125,22.2081985,152,345.38,30,70,0,0,0,0,0,0,0,0,0,0,20,10,10,60,0
"1952","Strix_leptogrammica",8330432.60930799,19.8,10.225,18.6,40.25,224.35,313.5,28.4570582,159.5,970,10,80,10,0,0,0,0,0,0,0,0,10,70,20,0,0,0
"1953","Strix_nebulosa",24194365.5603669,20.9,11.5,19.15,61.1,296.975,436,31.89905231,262.925,1061.89,10,70,20,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1954","Strix_nigrolineata",2079495.13565685,18.4,8.975,15.975,47.4,182.55,255,28.47630688,165.25,457.89,70,30,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0
"1955","Strix_occidentalis",2590029.86956062,18,10.575,16.6,56.975,214.45,320,32.99202255,190.425,586.37,10,80,10,0,0,0,0,0,0,0,0,0,70,20,10,0,0
"1956","Strix_rufipes",1158042.20129394,15.3,9.675,14.85,52.275,180.75,258.5,30.06142616,146.5,380,0,100,0,0,0,0,0,0,0,0,0,0,0,10,40,40,10
"1957","Strix_uralensis",15988453.6178647,20.2,11.9,19.025,62.575,253.05,355.5,28.79027698,261.225,780.56,10,90,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0
"1958","Strix_virgata",12726012.1475528,17.225,8.975,16.07,40.606,190.342,240.6,20.8456887,149.07,283.97,40,30,30,0,0,0,0,0,0,0,0,0,80,20,0,0,0
"1959","Struthio_camelus",12800724.5476362,51.5,47.31428571,23.82857143,475,556.0666667,556.1666667,0.018225918,301.7142857,111000,10,0,0,0,10,0,0,0,30,50,0,0,100,0,0,0,0
"464","Sturnella_loyca",2851523.2698528,24.894,7.092,9.794,35.232,92.468,119.426,22.53227873,97.22,113,50,0,0,0,0,0,0,0,50,0,0,0,70,20,10,0,0
"1960","Sturnella_magna",8728898.74308654,20.65666667,6.086666667,7.843333333,37.57333333,86.05333333,114.4516667,24.80057457,69.83333333,91.76,70,0,0,0,0,0,10,0,20,0,0,0,100,0,0,0,0
"465","Sturnella_militaris",5503813.47281632,12.77333333,5.213333333,7.21,29.22333333,71.7125,87.375,18.76637022,55.33333333,48.01,50,0,0,0,0,0,10,0,40,0,0,0,90,10,0,0,0
"466","Sturnella_neglecta",6636951.54074908,21.95,6.075,7.375,34.25,84.5,117,27.80491657,70.5,100.06,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0
"1961","Sturnella_superciliaris",7558404.47511203,12.96125,5.978888889,8.707333333,28.74928571,76.75666667,94.19733333,18.56983301,57.582,45.32,40,0,0,0,0,0,20,0,40,0,0,0,90,10,0,0,0
"1962","Sturnus_cineraceus",2764358.80308873,18.95,5.5,6,31.725,81.65,127.5,35.95764959,63.75,83,60,0,10,0,0,0,30,0,0,0,0,0,80,20,0,0,0
"1963","Sturnus_contra",5317032.47260762,21.925,6.525,7.475,34.05,88.975,114.875,22.54255993,69.125,83.99,20,0,20,0,0,0,20,20,10,10,0,0,80,20,0,0,0
"467","Sturnus_malabaricus",5840019.27319198,13.7125,5.3625,5.3,23.7625,69.475,99.9375,30.48652336,60.5,39.6,30,0,0,0,0,0,40,10,10,10,0,0,10,20,30,40,0
"1964","Sturnus_nigricollis",3797880.33757686,20.15,5.8,7.9,41.378,116.05,155.68,26.24024553,94,156.92,70,0,0,0,0,0,0,0,30,0,0,0,80,20,0,0,0
"1965","Sturnus_pagodarum",3772976.2042157,12.275,4.7,5.125,27.075,72.55,99.75,27.28302752,62.5,48.9,30,0,0,0,0,0,20,20,0,30,0,0,50,0,0,50,0
"1966","Sturnus_philippensis",996165.334446397,10.65,4.925,4.825,23.9,64.925,103.5,37.27400156,48.75,28.8,40,0,0,0,0,0,40,20,0,0,0,0,0,50,50,0,0
"1967","Sturnus_sericeus",2340988.53594902,16.325,4.825,5.5,29.95,80.825,120,32.61969817,69,81.72,40,0,0,0,0,0,60,0,0,0,0,0,40,20,20,20,0
"1968","Sturnus_unicolor",1693481.06855887,16.1,6.275,6.525,29.55,79.65,125.875,36.71417087,63,83.66,20,20,20,0,0,0,10,0,20,10,0,0,50,50,0,0,0
"468","Sturnus_vulgaris",37107158.7081277,17.825,6.525,6.375,28.175,79.05,128.125,38.30557803,71.25,77.14,20,0,10,0,0,10,30,10,20,0,0,0,80,20,0,0,0
"1969","Sublegatus_modestus",6711663.94083258,5.55,4.075,3.371111111,15.53666667,53.15333333,65.25555556,18.58892728,57.66,14,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0
"1970","Sublegatus_obscurior",6089060.60680358,6.7525,4.5275,2.9975,17.5025,54.74,65.75,16.75810021,62,16,90,0,0,0,0,0,10,0,0,0,0,0,0,50,50,0,0
"1971","Suiriri_suiriri",7284459.00813926,7.6,4.375,4.605,18.48142857,59.9125,74.23875,19.22127189,65.40625,14.53,70,0,0,0,0,0,30,0,0,0,0,0,0,50,50,0,0
"1972","Surnia_ulula",26535354.0963158,14.075,8.85,13.925,26.975,142,231.5,38.66775321,190.5,319.9,0,90,0,0,10,0,0,0,0,0,0,0,80,20,0,0,0
"1973","Surniculus_velutinus",759576.067515377,14.25,5.725,6.325,16.7,83,112,25.87618145,99.75,35.61,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0
"469","Sylvia_atricapilla",11505709.6128559,7.175,3.225,3.4,20.784,54.575,75.1,28.05616403,62.8,16.7,50,0,0,0,0,0,30,10,10,0,0,0,0,0,100,0,0
"1974","Sylvia_conspicillata",4644620.87185629,6.05,2.425,2.375,17.925,43.75,54.375,19.50720495,50.75,9,70,0,0,0,0,0,20,10,0,0,0,0,50,50,0,0,0
"470","Sylvia_curruca",11567969.9462588,6.475,2.625,3,19.204,50.8,65.5,21.53256361,57.8,11.44,60,0,0,0,0,0,20,10,10,0,0,0,0,33,33,33,0
"1975","Sylvia_deserticola",3760524.13753512,5.9,2.425,2.6,19.425,45.275,53,14.55525135,53.5,8.58,80,0,0,0,0,0,20,0,0,0,0,0,40,60,0,0,0
"471","Sylvia_melanocephala",7794993.74204305,7.15,2.675,3.05,20.063,47.925,58.6,18.04003456,64.2,11.7,50,0,0,0,0,0,40,10,0,0,0,0,20,60,20,0,0
"1976","Sylvia_nana",11754750.9464675,5.925,2.4,2.6375,18.03222222,45.7375,55.33333333,16.64510486,52.44444444,8.7,80,0,0,0,0,0,10,0,10,0,0,0,50,50,0,0,0
"1977","Sylvia_subcaerulea",3636003.47072932,7.125,3.2,3.625,19.425,54.075,65,16.78490641,68.375,14.6,80,0,0,0,0,0,10,0,10,0,0,0,0,50,50,0,0
"1978","Sylvia_undata",3038304.27006149,6.225,2.425,2.575,18.9,45.225,53.5,15.60505186,60.75,10.8,70,0,0,0,0,0,30,0,0,0,0,0,0,100,0,0,0
"1979","Sylvietta_rufescens",5528717.60617747,9.875,2.575,3.175,18.925,54.3,60,9.496091424,28.75,11.6,90,0,0,0,0,0,0,0,10,0,0,0,0,80,20,0,0
"1980","Sylviorthorhynchus_desmursii",747124.000834796,10.58571429,2.538571429,2.58,22.345,43.71285714,51.215,13.48535786,154.5,10.9,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0
"472","Synallaxis_albescens",11891723.6799539,7.99,3.013043478,3.685909091,18.7075,46.63238095,55.21391304,13.75753318,69.74,11.2,100,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0
"1981","Synallaxis_cinerascens",1631220.73515597,8.05,2.6,3.075,19.5,47.9,54.75,13.9404572,64.75,13.1,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"473","Synallaxis_frontalis",6711663.94083258,8.075,2.95,3.932666667,18.622,49.225,56.53571429,10.88556003,74.25866667,14,100,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0
"1982","Synallaxis_gujanensis",5516265.5394969,9.765,3.4225,4.1525,21.505,54.1675,59.625,9.15516226,72,18.1,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"1983","Synallaxis_ruficapilla",1481795.93498901,8.932857143,2.794285714,3.61,20.5875,48.56428571,55.34875,11.54458928,74.13,13.8,100,0,0,0,0,0,0,0,0,0,0,0,20,60,20,0,0
"1984","Synallaxis_rutilans",6624499.47406852,9.041428571,3.306428571,4.248571429,19.43785714,52.08357143,59.32071429,12.21670422,70.5,16.7,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"1985","Synallaxis_scutata",4557456.40509223,8.11625,2.82125,3.760714286,18.693125,46.869,55.558125,11.35802276,60.76,15.4,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1986","Synallaxis_spixi",1905166.20212873,7.47375,2.86,3.527777778,19.123,44.58875,51.352,12.10141317,92.6,12.6,100,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0
"1987","Syndactyla_dimidiata",2104399.26901801,13.16,3.85,5.4575,21.59,67.625,82.315,17.81169856,75,29.4,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0
"1988","Syndactyla_rufosuperciliata",2677194.33632468,12.453,3.859,5.838,22.73,65.722,76.754,14.32530553,70.66666667,25.6,100,0,0,0,0,0,0,0,0,0,0,0,20,30,50,0,0
"1989","Syrrhaptes_paradoxus",8816063.20985061,7.65,4.45,4.9,17.175,66.75,232.75,71.26127621,155.75,256.43,0,0,0,0,0,0,0,0,70,30,0,0,70,30,0,0,0
"474","Tachornis_squamata",10546900.4784512,3.03625,2.82125,2.114166667,7.783636364,34.7125,103.8041667,66.53983004,67.10090909,10.97,100,0,0,0,0,0,0,0,0,0,0,0,0,10,40,20,30
"1990","Tachuris_rubrigastra",4370675.40488353,6.98,2.44,2.32,18.42,41.38,50.5,18.04993825,41,7.8,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
"1991","Tachycineta_albilinea",1892714.13544815,6.425,4.15,3.075,11.975,48.95,102.5,52.1270025,40.375,16.7,100,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0
"475","Tachycineta_albiventer",12227929.4803296,6.3625,4.9675,3.0125,11.1425,47.815,96,49.97408938,44,17.7,100,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0
"1992","Tachycineta_bicolor",3922401.00438265,5.875,3.55,2.775,11.682,51.15,120.2,54.34045018,54,21.2,90,0,0,0,0,0,10,0,0,0,0,0,20,20,20,20,20
"476","Tachycineta_leucorrhoa",5678142.40634444,6.75,4.825,3.325,11.975,54.825,112,51.02724935,49.5,15.3,100,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0
"477","Tachycineta_meyeni",3997113.40446613,5.425,4.175,2.65,10.1,51.475,109.25,52.85148989,53.5,14.9,100,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0
"1993","Tachycineta_thalassina",1954974.46885104,4.975,3.45,3.075,11.825,54.425,115.375,52.84233302,51.25,14.14,100,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20
"1994","Tachyphonus_coronatus",1867810.00208699,12.05,6.2,7.25,20.6,68.2,82.25,17.06954123,73.5,29.3,60,0,0,0,0,0,20,0,20,0,0,0,0,20,40,40,0
"1995","Tachyphonus_cristatus",7545952.40843145,11.15,6.022,6.8775,18.7075,59.575,76.00583333,19.21441266,72.20666667,18.8,30,0,0,0,0,0,50,0,10,10,0,0,0,10,20,70,0
"1996","Tachyphonus_luctuosus",8828515.2765312,9.551333333,4.6775,5.231,16.41757576,50.04033333,61.14204545,18.00141587,53.07954545,13,80,0,0,0,0,0,20,0,0,0,0,0,0,20,50,30,0
"478","Tachyphonus_rufus",8081391.27569639,13.29833333,7.714333333,7.546666667,21.21647059,68.84354839,82.15371429,16.17918899,77.45848485,34.4,60,0,0,0,0,0,30,0,10,0,0,0,20,50,10,10,10
"1997","Tachyphonus_surinamus",5566073.80621922,11.92375,5.26625,5.445,18.225,63.76333333,79.75,21.92036406,72.25,19,50,0,0,0,0,0,40,0,10,0,0,0,0,40,40,20,0
"1998","Tangara_cayana",7346719.34154217,7.9,4.55,5.939130435,16.7073913,61.16555556,71.81695652,18.58206583,51.01043478,18,10,0,0,0,0,0,90,0,0,0,0,0,0,30,40,30,0
"1999","Tangara_cyanocephala",884096.734321175,8.025,4.07,4.857272727,16.40590909,50.375,61.44863636,21.29303075,44.65727273,18,0,0,0,0,0,0,100,0,0,0,0,0,0,20,20,60,0
"2000","Tangara_cyanoptera",585247.133987257,7.025,4.9,5.375,15.45,54.9,69.375,20.91820519,53,21.53,20,0,0,0,0,0,80,0,0,0,0,0,0,20,60,20,0
"2001","Tangara_cyanoventris",784480.200876537,7.65,4,4.675,17.625,54.025,66.75,19.06603347,47,16.5,50,0,0,0,0,0,50,0,0,0,0,0,0,20,40,40,0
"2002","Tangara_desmaresti",460726.467181458,7.9,4.3,4.65,18.678,56.8,71.4666,20.06472703,52.9334,20.4,40,0,0,0,0,0,60,0,0,0,0,0,0,0,20,60,20
"2003","Tangara_gyrola",6387910.2071375,7.27,4.2825,4.6025,16.686,52.0875,69,22.84756036,49.2,21,30,0,0,0,0,0,70,0,0,0,0,0,0,10,50,40,0
"479","Tangara_mexicana",8293076.40926625,7.2725,4.365,5.0125,16.865,53.59,68.75,22.0554441,49.75,20.5,50,0,0,0,0,0,50,0,0,0,0,0,0,30,30,40,0
"2004","Tangara_preciosa",1456891.80162785,7.975,4.775,5.075,19.525,61.15,77.5,21.05878568,55.75,22.8,40,0,0,0,0,0,60,0,0,0,0,0,0,30,40,30,0
"2005","Tangara_punctata",3424318.33715947,6.836,4.118,4.42,16.73,47.01,59,20.29229576,42.75,15,30,0,0,0,0,0,70,0,0,0,0,0,0,0,30,70,0
"2006","Tangara_seledon",1095781.86789103,7.675,5.1,5.15,15.9,49.875,64.25,22.37139423,47.5,18.7,20,0,0,0,0,0,80,0,0,0,0,0,0,0,40,60,0
"2007","Tangara_velia",5690594.47302502,8.005,3.96,5.024444444,15.998,54.4125,70.677,21.99753737,50.432,21,0,0,0,0,0,0,100,0,0,0,0,0,0,10,20,70,0
"2008","Tanygnathus_lucionensis",1045973.60116872,30.625,18.625,31.75,20.5,101.5,181.75,44.20874202,113.75,215,0,0,0,0,0,0,50,0,50,0,0,0,0,0,40,60,0
"2009","Tanygnathus_sumatranus",1282562.86809974,29.7,18.725,31.275,21.15,120.25,201.25,40.23797529,118.75,269.56,0,0,0,0,0,0,100,0,0,0,0,0,0,40,40,20,0
