Jetz species,Jetz_species_modified,Individuals,Count_F,Count_M,Count_U,Bill_TotalCulmen,Bill_Nares,Bill_Width,Bill_Depth,Tarsus_Length,Kipp's_Distance,Secondary1,Wing_Chord,Hand-Wing Index (Claramunt 2011),Tail_Length,Mass,Habitat,Inferred species?,Species inferred from,Inferred traits?,Traits inferred,Species traits inferred from
Pteroglossus bailloni,Pteroglossus_bailloni,4,2,2,0,70.975,62.2,20.95,25.7,32.45,18.85,110.4,129.25,14.51556598,169.25,146,1,NO,,NO,,
Pteroglossus beauharnaesii,Pteroglossus_beauharnaesii,5,1,2,2,100.85,89.075,24.325,31.425,32.675,21.14,114.46,135.6,15.55877075,166.58,215.91,1,NO,,NO,,
Pteroglossus bitorquatus,Pteroglossus_bitorquatus,8,3,2,3,78.7875,71.20375,20.96,27.915,29.45625,21.6725,95.8225,117.495,18.44755408,123.21,142,1,NO,,NO,,
Pteroglossus castanotis,Pteroglossus_castanotis,4,2,0,2,114.5,104.9,26.425,33.925,34.125,24.3,126.2,150.5,16.21897925,141.5,258.09,1,NO,,NO,,
Pteroglossus frantzii,Pteroglossus_frantzii,5,2,2,1,109.562,103.33,27.298,33,36.812,24.446,125.154,149.6,16.34255707,161.12,253,1,NO,,NO,,
Pteroglossus inscriptus,Pteroglossus_inscriptus,12,5,6,1,80.5375,71.73,22.5325,27.08666667,28.76916667,20.90875,98.00625,117.4483333,17.42325342,124.8227273,125.82,1,NO,,NO,,
Pteroglossus pluricinctus,Pteroglossus_pluricinctus,4,1,2,1,110.1,101.75,26.625,34.925,34.7,24.45,125.425,149.875,16.18390324,164.9,261.69,1,NO,,NO,,
Pteroglossus torquatus,Pteroglossus_torquatus,13,2,5,6,102.5615385,94.93846154,23.65384615,30.77692308,36.10769231,24.05384615,123.6384615,147.6923077,16.18099992,156.0769231,219.07,1,NO,,NO,,
Pteroglossus viridis,Pteroglossus_viridis,4,2,2,0,81.325,72.575,21.725,29.575,29.375,24.575,94.425,119,20.64656628,104.5,135,1,NO,,NO,,
Pteronetta hartlaubii,Pteronetta_hartlaubii,4,2,2,0,49.1,33.6,19.6,15.675,41.325,87.6,178.4,266,32.97508437,95,790,3,NO,,NO,,
Pterophanes cyanopterus,Pterophanes_cyanopterus,5,2,2,1,36.114,29.078,2.112,2.536,6.922,64.754,39.646,104.4,62.1661598,70,9.25,2,NO,,NO,,
Pteroptochos castaneus,Pteroptochos_castaneus,4,2,2,0,22.15,12.375,4.35,6.675,44.425,7,92,99,7.202895414,90.5,160.58,1,NO,,NO,,
Pteroptochos megapodius,Pteroptochos_megapodius,5,2,2,1,22.26,11.9,5.15,7.4,42.36,4,94.25,99.4,4.057726978,80.6,114,2,NO,,NO,,
Pteroptochos tarnii,Pteroptochos_tarnii,4,3,1,0,21.075,11.4,4.4,5.7,44.875,6.5,95.25,101.75,6.393573747,93.25,147,1,NO,,NO,,
Pteruthius aenobarbus,Pteruthius_aenobarbus,4,2,2,0,11.025,5.675,3.875,4.175,18.5,11.175,47.825,59,18.86853913,42.75,27.4,1,NO,,NO,,
Pteruthius flaviscapis,Pteruthius_flaviscapis,4,2,2,0,16.375,8.375,4.825,5.625,23.65,13.625,55.625,69.25,19.68423778,52.75,38.67,1,NO,,NO,,
Pteruthius melanotis,Pteruthius_melanotis,4,2,2,0,10.7,5.45,3.575,3.975,18.225,10.9,47.6,58.5,18.64734264,43,13.3,1,NO,,NO,,
Pteruthius rufiventer,Pteruthius_rufiventer,4,2,2,0,20.55,10.7,5.525,6.6,28.925,14.05,74.7,88.75,15.83398589,87.125,43,1,NO,,NO,,
Pteruthius xanthochlorus,Pteruthius_xanthochlorus,4,2,2,0,10.775,5.4,3.6,4.15,20.55,10.075,51.175,61.25,16.45492224,45.75,14.3,1,NO,,NO,,
Ptilinopus arcanus,Ptilinopus_arcanus,1,1,0,0,13.88,6.14,3.47,3.8,18.33,25.3,74.7,100,25.3,54,118.52,2,NO,,NO,,
Ptilinopus aurantiifrons,Ptilinopus_aurantiifrons,4,2,2,0,18.55,9.55,4.65,4.375,23.075,38.825,89.175,128,30.3787739,60.75,152,2,NO,,NO,,
Ptilinopus bernsteinii,Ptilinopus_bernsteinii,5,2,2,1,17.944,8.144,4.308,4.452,21.5,43.228,98.172,141.4,30.56235685,141.6,118.52,2,NO,,NO,,
Ptilinopus chalcurus,Ptilinopus_chalcurus,2,1,1,0,19.05,7.25,3.5,3.65,26.5,34.6,100.4,135,25.63196312,86.5,118.52,2,NO,,NO,,
Ptilinopus cinctus,Ptilinopus_cinctus,6,3,3,0,21.145,9.318333333,4.901666667,4.581666667,25.225,50.31833333,118.2566667,168.575,29.64877293,118.545,243,2,NO,,NO,,
Ptilinopus coralensis,Ptilinopus_coralensis,4,2,2,0,18.25,7.7,3.675,3.95,26.5,32.325,93.675,126,25.67072655,81.5,83.24,2,NO,,NO,,
Ptilinopus coronulatus,Ptilinopus_coronulatus,4,2,2,0,15.7,7.7,3.725,3.6,19.7,34.025,82.975,117,29.08693335,63.75,76.6,2,NO,,NO,,
Ptilinopus dohertyi,Ptilinopus_dohertyi,1,0,1,0,22.5,10.5,5.2,4.7,29.8,54.6,123.4,178,30.6741573,118,118.52,2,NO,,NO,,
Ptilinopus dupetithouarsii,Ptilinopus_dupetithouarsii,4,2,2,0,19.025,7.75,4.5,4.35,24.15,46.6,97.65,144.25,32.29035884,76.75,99.49,2,NO,,NO,,
Ptilinopus eugeniae,Ptilinopus_eugeniae,4,2,2,0,16.375,7.575,4.25,4.175,22.1,35.35,78.9,114.25,31.00421378,68.5,114,2,NO,,NO,,
Ptilinopus fischeri,Ptilinopus_fischeri,8,3,5,0,21.44,10,5.04,5.08875,28.38142857,45.64,121.94625,167.58625,27.26901896,133.84625,177,2,NO,,NO,,
Ptilinopus granulifrons,Ptilinopus_granulifrons,4,2,2,0,17.675,9.175,4.875,4.825,22.9,35.2,90.05,125.25,28.10494583,64,118.52,2,NO,,NO,,
Ptilinopus greyii,Ptilinopus_greyii,4,3,1,0,18.275,7.4,3.875,3.5,21.225,34.05,78.7,112.75,30.18982641,64.5,82.68,2,NO,,NO,,
Ptilinopus huttoni,Ptilinopus_huttoni,2,1,1,0,27.7,12.35,4.5,4.8,29.35,43.35,117.65,161,26.91918802,111.5,130,2,NO,,NO,,
Ptilinopus hyogastrus,Ptilinopus_hyogastrus,4,2,2,0,19.575,10,5.35,5.175,22.525,34.825,92.925,127.75,27.26277334,60.25,118.52,2,NO,,NO,,
Ptilinopus insolitus,Ptilinopus_insolitus,4,2,2,0,24.725,8.375,4.7,4.875,24.225,37.95,89.55,127.5,29.76988342,61.25,136.49,2,NO,,NO,,
Ptilinopus insularis,Ptilinopus_insularis,4,1,3,0,20.3,8.925,5.2,5.025,30.025,36.075,107.425,143.5,25.15544901,99,104,2,NO,,NO,,
Ptilinopus iozonus,Ptilinopus_iozonus,4,2,1,1,15.65,7.625,3.9,3.9,22.75,40.05,76.45,116.5,34.37074355,49.5,114,2,NO,,NO,,
Ptilinopus jambu,Ptilinopus_jambu,4,2,2,0,20.55,12.25,4.7,4.525,17.6,45.325,91.925,137.25,32.98451587,82.25,135,2,NO,,NO,,
Ptilinopus layardi,Ptilinopus_layardi,4,2,2,0,16.325,6.9,3.35,3.75,22.65,22.825,91.925,114.75,19.90345114,49,46.64,2,NO,,NO,,
Ptilinopus leclancheri,Ptilinopus_leclancheri,4,2,2,0,19.65,10.325,4.8,4.85,22.625,46.15,94.6,140.75,32.78095024,90.75,164,2,NO,,NO,,
Ptilinopus luteovirens,Ptilinopus_luteovirens,4,2,2,0,15.875,7.15,3.375,3.7,21.325,26.275,90.975,117.25,22.41319561,59.5,46.64,2,NO,,NO,,
Ptilinopus magnificus,Ptilinopus_magnificus,8,1,3,4,24.7,11.4,4.425,5.1,22.775,46.875,116.625,163.5,28.67138593,123.25,185.41,2,NO,,NO,,
Ptilinopus marchei,Ptilinopus_marchei,5,1,2,2,20.376,11.606,5.898,6.85,32.174,33.238,144.162,177.4,18.81248758,138.16,326,2,NO,,NO,,
Ptilinopus melanospilus,Ptilinopus_melanospilus,8,2,5,1,16.7375,7.2125,3.7625,4.0875,20.2125,30.7375,86.275,117.0125,26.28759968,72.9375,92,2,NO,,NO,,
Ptilinopus merrilli,Ptilinopus_merrilli,7,2,4,1,19.30285714,10.74571429,5.558571429,6.412857143,29.72428571,37.32428571,127.0214286,164.3457143,22.68253184,117.9685714,263,2,NO,,NO,,
Ptilinopus monacha,Ptilinopus_monacha,4,2,2,0,13.975,6.475,3.475,3.1,18.075,28.225,67.025,95.25,29.63155562,54.75,85.9,2,NO,,NO,,
Ptilinopus naina,Ptilinopus_naina,4,2,2,0,10.925,5.225,2.9,3.275,16.275,23.15,64.85,88,26.30466142,40,48,2,NO,,NO,,
Ptilinopus occipitalis,Ptilinopus_occipitalis,9,4,5,0,18.875,9.2875,4.25,5.475,26.525,42.1625,116.2125,158.375,26.67194457,102.6125,238,2,NO,,NO,,
Ptilinopus ornatus,Ptilinopus_ornatus,6,2,3,1,20.89333333,10.10333333,4.3,4.651666667,23.035,50.535,98.12333333,148.6583333,34.0065617,70.78166667,163,2,NO,,NO,,
Ptilinopus pelewensis,Ptilinopus_pelewensis,4,0,0,4,18.2,8.05,4.3,4.1,23.825,37.525,90.225,127.75,29.35909371,66.25,93,2,NO,,NO,,
Ptilinopus perlatus,Ptilinopus_perlatus,4,2,2,0,23.9675,11.2225,5.635,5.65,27.4525,47.2525,109.4975,156.75,30.1436807,84.25,210,2,NO,,NO,,
Ptilinopus perousii,Ptilinopus_perousii,4,2,2,0,13.2,5.95,2.975,3.425,23.125,36.625,93.375,130,28.17123758,72,93.5,2,NO,,NO,,
Ptilinopus porphyraceus,Ptilinopus_porphyraceus,16,8,8,0,18.726875,8.580625,4.060625,4.19125,23.245,37.625,91.334375,128.959375,29.15457033,68.721875,105,2,NO,,NO,,
Ptilinopus porphyreus,Ptilinopus_porphyreus,4,2,2,0,20.725,9.4,4.95,4.15,23.375,45.35,99.65,145,31.32361962,93.25,168,2,NO,,NO,,
Ptilinopus pulchellus,Ptilinopus_pulchellus,5,2,3,0,14.875,7.35,3.125,3.45,17.525,29.625,76.375,106,27.95399326,57.75,70,2,NO,,NO,,
Ptilinopus purpuratus,Ptilinopus_purpuratus,8,4,4,0,18.0775,8.08,4.34625,4.2825,25.93375,40.91875,99.16375,140.0825,29.18052384,78.0175,97.55,2,NO,,NO,,
Ptilinopus rarotongensis,Ptilinopus_rarotongensis,2,0,2,0,16.15,7,3.85,4.1,25.5,29.95,94.55,124.5,24.08316116,80,118.52,2,NO,,NO,,
Ptilinopus regina,Ptilinopus_regina,7,2,4,1,17.2,7.825,3.675,3.75,20.225,37.475,89.275,126.75,29.58602992,67.25,101.57,2,NO,,NO,,
Ptilinopus richardsii,Ptilinopus_richardsii,4,2,2,0,17.75,7.625,4.15,4,21.1,37.75,90,127.75,29.54640345,71.5,103.93,2,NO,,NO,,
Ptilinopus rivoli,Ptilinopus_rivoli,6,2,4,0,17.95,8.775,4.975,4.35,21.9,31.7,95.3,127,24.94299237,68.25,149,2,NO,,NO,,
Ptilinopus roseicapilla,Ptilinopus_roseicapilla,4,1,3,0,17.475,7.675,4.55,3.75,25.15,33.475,87.525,121,27.6567548,69.25,90.4,2,NO,,NO,,
Ptilinopus solomonensis,Ptilinopus_solomonensis,8,4,4,0,17.83142857,8.144285714,4.05375,4.105,19.4925,31.10875,81.30875,112.4175,27.66966875,55.89625,108.48,2,NO,,NO,,
Ptilinopus subgularis,Ptilinopus_subgularis,10,5,3,2,22.73555556,12.48666667,5.601111111,5.924444444,26.76777778,43.334,120.922,164.256,26.42406562,124.1922222,142,2,NO,,NO,,
Ptilinopus superbus,Ptilinopus_superbus,13,6,6,1,17.57666667,9.274444444,4.382222222,4.045555556,21.72555556,41.31333333,91.63222222,132.9455556,31.07898057,71.66333333,118,2,NO,,NO,,
Ptilinopus tannensis,Ptilinopus_tannensis,4,2,2,0,21.475,9.25,5.125,4.575,25.525,42.5,106,148.5,28.63536078,76.25,208,2,NO,,NO,,
Ptilinopus victor,Ptilinopus_victor,4,2,2,0,16.175,7.075,3.425,3.625,21.775,29.975,87.775,117.75,25.52526758,58.75,46.64,2,NO,,NO,,
Ptilinopus viridis,Ptilinopus_viridis,4,2,2,0,16.7,7.675,3.95,4.075,21.925,33.55,79.7,113.25,29.65224875,56.5,121,2,NO,,NO,,
Ptilinopus wallacii,Ptilinopus_wallacii,4,2,2,0,19.475,10.15,4.65,4.225,22.95,51.175,97.075,148.25,34.52696467,72,118.52,2,NO,,NO,,
Ptilocichla falcata,Ptilocichla_falcata,4,2,2,0,23.075,14.175,4.05,5.325,30.8,6.275,76.725,83,7.538605882,64.75,31.1,2,NO,,NO,,
Ptilocichla leucogrammica,Ptilocichla_leucogrammica,5,2,2,1,22.14,13.55,4.025,4.875,31.48,4.725,74.775,79.6,5.929041885,42.8,33,1,NO,,NO,,
Ptilocichla mindanensis,Ptilocichla_mindanensis,4,2,2,0,19.1375,10.2175,3.7375,4.595,25.9125,4.885,63.865,68.75,7.059066963,42.5,29.2,2,NO,,NO,,
Ptilogonys caudatus,Ptilogonys_caudatus,5,2,2,1,14.88,6.425,4.425,4.6,17.58,21.675,75.575,96.9,22.28329753,123.6,36.19,1,NO,,NO,,
Ptilogonys cinereus,Ptilogonys_cinereus,5,2,2,1,14.89,6.725,4.25,4.275,16.76,22.225,70.525,92.6,23.9516129,96.7,33.6,1,NO,,NO,,
Ptilonorhynchus violaceus,Ptilonorhynchus_violaceus,4,2,2,0,35.3,17.45,9.725,11.475,49.9,30.475,133.525,164,18.61055332,109.5,218.91,1,NO,,NO,,
Ptilopachus petrosus,Ptilopachus_petrosus,4,2,2,0,15.975,10.125,5.6,6.15,26.75,24.8,91.7,116.5,21.27159197,69.75,193,3,NO,,NO,,
Ptiloprora erythropleura,Ptiloprora_erythropleura,4,2,2,0,19.825,11.275,2.875,3.775,22.1,16,59.75,75.75,21.14564418,66,21.12,1,NO,,NO,,
Ptiloprora guisei,Ptiloprora_guisei,5,1,3,1,25.138,13.825,3.325,3.766666667,25.41,18.2,66.05,83.8,21.52924241,73,25.82,1,NO,,NO,,
Ptiloprora mayri,Ptiloprora_mayri,5,2,3,0,27.208,15.482,4.072,4.58,28.588,20.78,74.32,95.1,21.80338864,83.4,30.45,1,NO,,NO,,
Ptiloprora meekiana,Ptiloprora_meekiana,4,4,0,0,18.575,9.75,2.675,3.2,22.975,14.4,62.1,76.5,18.71481645,69.75,18.5,1,NO,,NO,,
Ptiloprora perstriata,Ptiloprora_perstriata,5,4,1,0,25.344,14.288,3.51,4.318,27.174,19.2,70.8,90,21.35072773,82.6,26.6,1,NO,,NO,,
Ptiloprora plumbea,Ptiloprora_plumbea,4,1,3,0,19.9,10.85,2.725,2.925,23.075,14.825,59.425,74.25,19.9958244,68,14.1,1,NO,,NO,,
Ptilopsis granti,Ptilopsis_granti,4,2,2,0,26.2,13.85,8.425,12.725,36.575,62.325,141.175,203.5,30.62856115,94.25,214.42,3,NO,,NO,,
Ptiloris intercedens,Ptiloris_intercedens,4,2,2,0,49.6,33.675,6.525,9,36.25,15.225,143.525,158.75,9.669699497,96.5,123.5,1,NO,,NO,,
Ptiloris magnificus,Ptiloris_magnificus,4,2,2,0,58.1,38.8,6.2,8.675,35.875,19.75,146.25,166,11.93949421,94.5,149.88,1,NO,,NO,,
Ptiloris paradiseus,Ptiloris_paradiseus,5,2,2,1,53.98,39.625,5.925,8.475,34.39,11.625,137.125,148.4,7.831964304,84.9,119.49,1,NO,,NO,,
Ptiloris victoriae,Ptiloris_victoriae,4,2,2,0,42.45,29.975,5.65,7.775,32.625,12.35,114.4,126.75,9.725726206,82.25,95.02,1,NO,,NO,,
Ptilorrhoa caerulescens,Ptilorrhoa_caerulescens,12,5,7,0,23.92333333,13.95,4.3725,5.6575,30.7075,9.690909091,77.44545455,87.13636364,11.08608089,96.91666667,49,1,NO,,NO,,
Ptilorrhoa castanonota,Ptilorrhoa_castanonota,4,2,2,0,25.225,15.175,4.55,6.125,32.925,12.525,79.35,91.875,13.58248426,100.75,69.7,1,NO,,NO,,
Ptilorrhoa leucosticta,Ptilorrhoa_leucosticta,4,2,1,1,21.725,11.85,3.8,4.45,30.9625,5.383333333,75.61666667,81.75,6.651032248,95.5,49.2,1,NO,,NO,,
Ptilostomus afer,Ptilostomus_afer,4,2,2,0,34.95,29.45,11.35,13.925,45.45,39.175,126.075,165.25,23.71861397,273.75,128,3,NO,,NO,,
Ptychoramphus aleuticus,Ptychoramphus_aleuticus,4,2,2,0,24.05,13.2,6.575,8.475,23.475,49.25,71.75,121,40.68446705,32.25,184,3,NO,,NO,,
Ptyrticus turdinus,Ptyrticus_turdinus,4,1,3,0,22.65,11.7,4.325,5.5,34.3,11.025,93.725,104.75,10.59719695,78,65.8,2,NO,,NO,,
Pucrasia macrolopha,Pucrasia_macrolopha,4,2,2,0,29.65,15.25,9.375,10.75,61.2,62.875,155.375,218.25,28.8286769,178,1050.47,1,NO,,NO,,
Puffinus assimilis,Puffinus_assimilis,7,4,1,2,28.06428571,18.00285714,4.718571429,6.148571429,37.14428571,94.33714286,87.03285714,181.37,52.14522393,64.85857143,226,3,NO,,NO,,
Puffinus auricularis,Puffinus_auricularis,4,1,3,0,39.31,24.8175,6.1375,8.56,45.3475,118.11,102.14,220.25,53.56260216,84,350.8,3,NO,,NO,,
Puffinus bulleri,Puffinus_bulleri,4,1,3,0,41,32.45,7.625,10.2,48.6,163.25,113,276.25,59.09703954,109,406.99,3,NO,,NO,,
Puffinus carneipes,Puffinus_carneipes,4,2,2,0,47.45,31.15,8.55,11.975,51.725,188.5,120.5,309,60.976827,106.5,609,3,NO,,NO,,
Puffinus creatopus,Puffinus_creatopus,4,1,3,0,48.075,33,9.175,12.4,51.475,203,121,324,62.64183095,106.75,743.99,3,NO,,NO,,
Puffinus gavia,Puffinus_gavia,4,2,2,0,37.9,26.025,5.725,7.225,40.125,127.5,74,201.5,63.30417698,57.25,228.86,3,NO,,NO,,
Puffinus gravis,Puffinus_gravis,4,2,2,0,54,36.275,8.1,10.95,57.475,195.25,120.25,315.5,61.8481295,106.75,848.99,3,NO,,NO,,
Puffinus griseus,Puffinus_griseus,4,2,2,0,48.425,31.1,7.825,10.025,54.1,181.5,112,293.5,61.80335915,86.25,787,3,NO,,NO,,
Puffinus heinrothi,Puffinus_heinrothi,4,2,0,2,32.95,23.5825,4.885,5.7125,35.375,43.6675,134.8325,178.5,24.46210106,74.75,444.34,3,NO,,NO,,
Puffinus huttoni,Puffinus_huttoni,2,0,1,1,41.65,29.2,5.9,6.35,39.9,124,85,209,59.34015615,61.5,364,3,NO,,NO,,
Puffinus lherminieri,Puffinus_lherminieri,21,8,10,3,31.27,21.15,4.857142857,6.005,36.74761905,103.8619048,83.23333333,187.0952381,55.31400701,73.23809524,192.76,3,NO,,NO,,
Puffinus mauretanicus,Puffinus_mauretanicus,4,2,2,0,45.1,29.95,7.725,9.25,45.65,140.7,101.55,242.25,58.11724629,70,497,3,NO,,NO,,
Puffinus nativitatis,Puffinus_nativitatis,4,0,1,3,29.125,22.3,5.7,8.075,40.725,147.5,88,235.5,62.65034207,86.5,356,3,NO,,NO,,
Puffinus newelli,Puffinus_newelli,1,0,1,0,42.67,26.34,7,10.15,46.02,107.04,133.96,241,44.41493776,91,350.8,3,NO,,NO,,
Puffinus opisthomelas,Puffinus_opisthomelas,4,2,2,0,42.65,28.75,6.525,8.25,43.175,146.5,84.25,230.75,63.50263643,76.5,408,3,NO,,NO,,
Puffinus pacificus,Puffinus_pacificus,4,2,1,1,39.525,30.675,8.2,10.025,46.825,184.5,116,300.5,61.38251095,129.75,388,3,NO,,NO,,
Puffinus puffinus,Puffinus_puffinus,4,2,2,0,34.575,27.275,6.375,7.95,41.725,143.25,89.25,232.5,61.6085388,73.75,453.26,3,NO,,NO,,
Puffinus tenuirostris,Puffinus_tenuirostris,4,2,2,0,37.275,22.2,6.375,7.325,48.35,165,93.25,258.25,63.82832546,81.75,559,3,NO,,NO,,
Puffinus yelkouan,Puffinus_yelkouan,4,2,2,0,42.35,27.8,6.125,7.975,45.3,138.5,90.25,228.75,60.58087322,67.25,497,3,NO,,NO,,
Pulsatrix koeniswaldiana,Pulsatrix_koeniswaldiana,4,2,1,1,38.825,19.75,9.65,20.475,47.125,81.35,234.65,316,25.65113987,192,481,1,NO,,NO,,
Pulsatrix melanota,Pulsatrix_melanota,4,0,4,0,35.05,18.4,10.375,16.6,43.475,82.75,193.5,276.25,29.9600121,174,695.5,1,NO,,NO,,
Pulsatrix perspicillata,Pulsatrix_perspicillata,4,2,0,2,48.475,25.175,12.45,22.45,52.775,95.125,243,338.125,28.10299263,204.5,983.55,1,NO,,NO,,
Purpureicephalus spurius,Purpureicephalus_spurius,4,1,2,1,24.25,20.475,9.15,20.575,20.45,62.75,91.75,154.5,40.64007781,190.75,116,2,NO,,NO,,
Pycnonotus atriceps,Pycnonotus_atriceps,12,6,6,0,15.625,9.4625,4.15,4.6125,15.075,13.0875,64.0375,77.125,16.9730963,65.5,25.5,1,NO,,NO,,
Pycnonotus aurigaster,Pycnonotus_aurigaster,4,2,2,0,17.925,9.325,4.025,4.85,19.225,13.525,76.975,90.5,14.96823651,84.25,44.33,2,NO,,NO,,
Pycnonotus barbatus,Pycnonotus_barbatus,16,8,8,0,17.26875,9.075,3.975,4.76875,20.25625,12.79375,76.45625,89.25,14.33466545,80.9375,32.1,2,NO,,NO,,
Pycnonotus bimaculatus,Pycnonotus_bimaculatus,4,0,4,0,16.875,8.675,4.625,4.725,19.975,11.225,75.025,86.25,12.9919046,93.75,33.46,2,NO,,NO,,
Pycnonotus blanfordi,Pycnonotus_blanfordi,4,2,2,0,16.65,8.9,3.725,4.525,19.225,11.6,70.9,82.5,14.00222463,83,33.4,2,NO,,NO,,
Pycnonotus brunneus,Pycnonotus_brunneus,6,2,2,2,15.8,9.375,4.525,4.725,19.05,9.825,70.675,80.5,12.27405811,67,28.8,1,NO,,NO,,
Pycnonotus cafer,Pycnonotus_cafer,9,4,4,1,19.91722222,10.375,4.525,5.2625,21.36722222,16.725,80.4625,97.72222222,16.99361609,90.22222222,42.85,2,NO,,NO,,
Pycnonotus capensis,Pycnonotus_capensis,4,2,2,0,19.6,9.85,4,4.625,22.05,14.5,78.25,92.75,15.63925463,86.25,38.6,2,NO,,NO,,
Pycnonotus cyaniventris,Pycnonotus_cyaniventris,6,3,2,1,14.58333333,8.616666667,3.866666667,3.933333333,13.91666667,13.38333333,62.78333333,76.16666667,17.51482855,57.66666667,22,1,NO,,NO,,
Pycnonotus erythropthalmos,Pycnonotus_erythropthalmos,7,2,2,3,13.55714286,8.557142857,3.685714286,3.714285714,16.11428571,10.8,63.62857143,74.42857143,14.44329261,62.25,19.2,1,NO,,NO,,
Pycnonotus eutilotus,Pycnonotus_eutilotus,6,1,2,3,18.56666667,11.84,4.78,5.2,17.18333333,17.62,73.38,89.33333333,19.28026521,74.5,35.3,1,NO,,NO,,
Pycnonotus finlaysoni,Pycnonotus_finlaysoni,4,2,2,0,16.3,9.05,4.025,4.85,17.5,10.225,70.275,80.5,12.68893737,79.5,26.3,2,NO,,NO,,
Pycnonotus flavescens,Pycnonotus_flavescens,4,2,2,0,17.325,8.425,4,4.65,20.075,12.05,73.7,85.75,14.19239449,89,28.9,2,NO,,NO,,
Pycnonotus goiavier,Pycnonotus_goiavier,9,2,2,5,18.6,11.2,4.3,5.04,21.26,12.86,75.94,88.8,14.47326269,77,27.8,2,NO,,NO,,
Pycnonotus hualon,Pycnonotus_hualon,1,1,0,0,15.9,7.8,3.8,4.2,18.5,13.5,76.5,90,15,73,10.9,2,NO,,NO,,
Pycnonotus jocosus,Pycnonotus_jocosus,8,4,4,0,17.2625,9.125,4.4375,4.775,20.6125,12.4,74.7875,87.1875,14.25432338,88.25,29.47,2,NO,,NO,,
Pycnonotus leucogenys,Pycnonotus_leucogenys,4,2,2,0,17.35,8.975,3.8,4.625,21.075,13.725,79.775,93.5,14.63443237,92.5,35.94,2,NO,,NO,,
Pycnonotus leucogrammicus,Pycnonotus_leucogrammicus,4,1,1,2,14.875,8.05,3.55,4.1,15.475,16,70.5,86.5,18.45837358,83,33.46,1,NO,,NO,,
Pycnonotus leucotis,Pycnonotus_leucotis,4,2,2,0,15.85,7.975,4.075,4.775,20.025,14.175,71.075,85.25,16.65026508,84.5,27.12,2,NO,,NO,,
Pycnonotus luteolus,Pycnonotus_luteolus,4,2,2,0,17.925,9.4,3.975,5.3,21.4,9.325,73.925,83.25,11.20238876,79,34.7,2,NO,,NO,,
Pycnonotus melanicterus,Pycnonotus_melanicterus,22,11,11,0,14.63636364,7.722727273,3.715909091,4.193181818,15.13636364,10.73636364,68.63863636,79.375,13.42235036,80.07954545,29.3,2,NO,,NO,,
Pycnonotus melanoleucos,Pycnonotus_melanoleucos,4,1,2,1,17.15,10.65,4.225,4.3,14.05,15.65,67.35,83,18.86786361,66.75,31,1,NO,,NO,,
Pycnonotus nieuwenhuisii,Pycnonotus_nieuwenhuisii,2,0,2,0,18.2,10.65,4.225,4.3,16.4,15.65,69.05,84.7,18.47697757,68.7,33.46,2,NO,,YES,"Bill nares, Bill width, Bill depth, Kipp's distance",Pycnonotus melanoleucos
Pycnonotus nigricans,Pycnonotus_nigricans,5,0,0,5,19.114,10.925,4.125,4.925,21.962,16.275,77.475,92.6,17.34621933,76.9,30.8,2,NO,,NO,,
Pycnonotus penicillatus,Pycnonotus_penicillatus,4,2,2,0,17.175,8.625,4.35,4.825,20.825,9.175,70.075,79.25,11.51602192,79,36.5,1,NO,,NO,,
Pycnonotus plumosus,Pycnonotus_plumosus,10,4,2,4,17.38333333,10.75,4.733333333,5.2,20.85,9.283333333,74.21666667,83.5,11.0707664,70.75,34.85,2,NO,,NO,,
Pycnonotus priocephalus,Pycnonotus_priocephalus,4,2,2,0,13.775,7.775,3.55,3.925,14.55,10.8,64.2,75,14.39425083,74.75,33.46,1,NO,,NO,,
Pycnonotus simplex,Pycnonotus_simplex,6,2,2,2,15.68333333,10.08333333,4.066666667,4.616666667,17.46666667,10.7,68.96666667,79.66666667,13.44528794,66.4,25.1,1,NO,,NO,,
Pycnonotus sinensis,Pycnonotus_sinensis,5,3,2,0,17.108,8.59,4.388,4.702,19.904,17.6,68.96,86.56,20.39098912,80.4,34.2,2,NO,,NO,,
Pycnonotus squamatus,Pycnonotus_squamatus,4,2,2,0,14.325,7.25,4.15,3.65,15.225,13.1,60.65,73.75,17.78303205,58.75,22,1,NO,,NO,,
Pycnonotus striatus,Pycnonotus_striatus,4,2,2,0,19.5,10,4.175,5.2,17.95,22.85,79.9,102.75,22.25175857,96,51.96,1,NO,,NO,,
Pycnonotus taivanus,Pycnonotus_taivanus,2,1,1,0,16.715,8.5,4.89,5.05,19.81,15.15,72.95,88.1,17.21968524,79.55,26.11,2,NO,,NO,,
Pycnonotus tympanistrigus,Pycnonotus_tympanistrigus,2,1,1,0,13.05,6.7,3.35,3.8,14.5,11.4,63.1,74.5,15.3045045,71,33.46,1,NO,,NO,,
Pycnonotus urostictus,Pycnonotus_urostictus,4,2,1,1,15.375,7.775,3.65,4.25,16.4,12.15,66.35,78.5,15.49796659,84.5,24.8,2,NO,,NO,,
Pycnonotus xantholaemus,Pycnonotus_xantholaemus,4,1,2,1,16.225,8.4,3.525,4.575,18.625,11.65,75.85,87.5,13.35055958,87,33.46,2,NO,,NO,,
Pycnonotus xanthopygos,Pycnonotus_xanthopygos,4,2,2,0,18.55,9.425,3.95,5.05,20.05,14.65,78.6,93.25,15.71030857,89.75,37.64,2,NO,,NO,,
